Key;Attribute;DefaultLanguage;de-DE
PAR_BM_I1_1_T_BEIKURZ;Text;Senden nach kurzer Bedienung;Senden nach kurzer Bedienung
PAR_BM_I1_1_T_BEIKURZ;SuffixText;;
PAR_BM_I1_1_T_BEILNG;Text;Senden nach langer Bedienung;Senden nach langer Bedienung
PAR_BM_I1_1_T_BEILNG;SuffixText;;
PAR_BM_I1_1_T_DOPPKLICK;Text;Senden nach Doppelklick;Senden nach Doppelklick
PAR_BM_I1_1_T_DOPPKLICK;SuffixText;;
PAR_BM_I1_1_T_TELSCHALTLNG;Text;Telegramm;Telegramm
PAR_BM_I1_1_T_TELSCHALTLNG;SuffixText;;
PAR_BM_I1_1_T_TELPRIOLNG;Text;Telegramm;Telegramm
PAR_BM_I1_1_T_TELPRIOLNG;SuffixText;;
PAR_BM_I1_1_T_TELVALLNG;Text;Telegramm;Telegramm
PAR_BM_I1_1_T_TELVALLNG;SuffixText;;
PAR_BM_I1_1_T_TELPROZLNG;Text;Telegramm;Telegramm
PAR_BM_I1_1_T_TELPROZLNG;SuffixText;;
PAR_BM_I1_1_T_TEL2BYLNG;Text;Telegramm;Telegramm
PAR_BM_I1_1_T_TEL2BYLNG;SuffixText;#,#;#,#
PAR_BM_I1_1_T_TEL4BYLNG;Text;Telegramm;Telegramm
PAR_BM_I1_1_T_TEL4BYLNG;SuffixText;#,#;#,#
PAR_BM_I1_2_S_TELSCHALT1;Text;Telegramm;Telegramm
PAR_BM_I1_2_S_TELSCHALT1;SuffixText;;
PAR_BM_I1_2_S_TELPRIO1;Text;Telegramm;Telegramm
PAR_BM_I1_2_S_TELPRIO1;SuffixText;;
PAR_BM_I1_2_S_TELVAL1;Text;Telegramm;Telegramm
PAR_BM_I1_2_S_TELVAL1;SuffixText;;
PAR_BM_I1_2_S_TELPROZ1;Text;Telegramm;Telegramm
PAR_BM_I1_2_S_TELPROZ1;SuffixText;;
PAR_BM_I1_2_S_TEL2BY1;Text;Telegramm;Telegramm
PAR_BM_I1_2_S_TEL2BY1;SuffixText;#,#;#,#
PAR_BM_I1_2_S_TEL4BY1;Text;Telegramm;Telegramm
PAR_BM_I1_2_S_TEL4BY1;SuffixText;#,#;#,#
PAR_BM_I1_1_T_TELSCHALTDKL;Text;Telegramm;Telegramm
PAR_BM_I1_1_T_TELSCHALTDKL;SuffixText;;
PAR_BM_I1_1_T_TELPRIODKL;Text;Telegramm;Telegramm
PAR_BM_I1_1_T_TELPRIODKL;SuffixText;;
PAR_BM_I1_1_T_TELVALDKL;Text;Telegramm;Telegramm
PAR_BM_I1_1_T_TELVALDKL;SuffixText;;
PAR_BM_I1_1_T_TELPROZDKL;Text;Telegramm;Telegramm
PAR_BM_I1_1_T_TELPROZDKL;SuffixText;;
PAR_BM_I1_1_T_TEL2BYDKL;Text;Telegramm;Telegramm
PAR_BM_I1_1_T_TEL2BYDKL;SuffixText;#,#;#,#
PAR_BM_I1_1_T_TEL4BYDKL;Text;Telegramm;Telegramm
PAR_BM_I1_1_T_TEL4BYDKL;SuffixText;#,#;#,#
PAR_BM_I1_2_S_TELSCHALT0;Text;Telegramm;Telegramm
PAR_BM_I1_2_S_TELSCHALT0;SuffixText;;
PAR_BM_I1_2_S_TELPRIO0;Text;Telegramm;Telegramm
PAR_BM_I1_2_S_TELPRIO0;SuffixText;;
PAR_BM_I1_2_S_TELVAL0;Text;Telegramm;Telegramm
PAR_BM_I1_2_S_TELVAL0;SuffixText;;
PAR_BM_I1_2_S_TELPROZ0;Text;Telegramm;Telegramm
PAR_BM_I1_2_S_TELPROZ0;SuffixText;;
PAR_BM_I1_2_S_TEL2BY0;Text;Telegramm;Telegramm
PAR_BM_I1_2_S_TEL2BY0;SuffixText;#,#;#,#
PAR_BM_I1_2_S_TEL4BY0;Text;Telegramm;Telegramm
PAR_BM_I1_2_S_TEL4BY0;SuffixText;#,#;#,#
PAR_BM_I1_2_S_OBJTYP;Text;Objekttyp;Objekttyp
PAR_BM_I1_2_S_OBJTYP;SuffixText;;
PAR_BM_I1_2_S_BUSWIED;Text;Reaktion bei Buswiederkehr;Reaktion bei Buswiederkehr
PAR_BM_I1_2_S_BUSWIED;SuffixText;;
PAR_BM_I1_2_T_BEIKURZ;Text;Senden nach kurzer Bedienung;Senden nach kurzer Bedienung
PAR_BM_I1_2_T_BEIKURZ;SuffixText;;
PAR_BM_I1_2_T_BEILNG;Text;Senden nach langer Bedienung;Senden nach langer Bedienung
PAR_BM_I1_2_T_BEILNG;SuffixText;;
PAR_BM_I1_2_T_DOPPKLICK;Text;Senden nach Doppelklick;Senden nach Doppelklick
PAR_BM_I1_2_T_DOPPKLICK;SuffixText;;
PAR_BM_I1_2_S_SNDWENN1;Text;Senden wenn Eingang = 1;Senden wenn Eingang = 1
PAR_BM_I1_2_S_SNDWENN1;SuffixText;;
PAR_BM_I1_2_S_SNDWENN0;Text;Senden wenn Eingang = 0;Senden wenn Eingang = 0
PAR_BM_I1_2_S_SNDWENN0;SuffixText;;
PAR_BM_I1_2_S_ZYKSND;Text;Zyklisch senden;Zyklisch senden
PAR_BM_I1_2_S_ZYKSND;SuffixText;;
PAR_BM_I1_2_S_SPERREIN;Text;Reaktion beim Setzen der Sperre;Reaktion beim Setzen der Sperre
PAR_BM_I1_2_S_SPERREIN;SuffixText;;
PAR_BM_I1_2_S_SPERRAUS;Text;Reaktion beim Aufheben der Sperre;Reaktion beim Aufheben der Sperre
PAR_BM_I1_2_S_SPERRAUS;SuffixText;;
PAR_BM_I1_2_T_OBJTYP;Text;Objekttyp;Objekttyp
PAR_BM_I1_2_T_OBJTYP;SuffixText;;
PAR_BM_I1_2_T_ZYKSND;Text;Zyklisch senden;Zyklisch senden
PAR_BM_I1_2_T_ZYKSND;SuffixText;;
PAR_BM_I1_2_T_BUSWIED;Text;Reaktion bei Buswiederkehr;Reaktion bei Buswiederkehr
PAR_BM_I1_2_T_BUSWIED;SuffixText;;
PAR_BM_I1_2_T_TELSCHALTKRZ;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TELSCHALTKRZ;SuffixText;;
PAR_BM_I1_2_T_TELPRIOKRZ;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TELPRIOKRZ;SuffixText;;
PAR_BM_I1_2_T_TELVALKRZ;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TELVALKRZ;SuffixText;;
PAR_BM_I1_2_T_TELPROZKRZ;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TELPROZKRZ;SuffixText;;
PAR_BM_I1_2_T_TEL2BYKRZ;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TEL2BYKRZ;SuffixText;#,#;#,#
PAR_BM_I1_2_T_TEL4BYKRZ;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TEL4BYKRZ;SuffixText;#,#;#,#
PAR_BM_I1_2_T_TELSCHALTLNG;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TELSCHALTLNG;SuffixText;;
PAR_BM_I1_2_T_TELPRIOLNG;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TELPRIOLNG;SuffixText;;
PAR_BM_I1_2_T_TELVALLNG;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TELVALLNG;SuffixText;;
PAR_BM_I1_2_T_TELPROZLNG;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TELPROZLNG;SuffixText;;
PAR_BM_I1_2_T_TEL2BYLNG;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TEL2BYLNG;SuffixText;#,#;#,#
PAR_BM_I1_2_T_TEL4BYLNG;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TEL4BYLNG;SuffixText;#,#;#,#
PAR_BM_I1_2_T_TELSCHALTDKL;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TELSCHALTDKL;SuffixText;;
PAR_BM_I1_2_T_TELPRIODKL;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TELPRIODKL;SuffixText;;
PAR_BM_I1_2_T_TELVALDKL;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TELVALDKL;SuffixText;;
PAR_BM_I1_2_T_TELPROZDKL;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TELPROZDKL;SuffixText;;
PAR_BM_I1_2_T_TEL2BYDKL;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TEL2BYDKL;SuffixText;#,#;#,#
PAR_BM_I1_2_T_TEL4BYDKL;Text;Telegramm;Telegramm
PAR_BM_I1_2_T_TEL4BYDKL;SuffixText;#,#;#,#
PAR_BM_I1_2_T_SPERREIN;Text;Reaktion beim Setzen der Sperre;Reaktion beim Setzen der Sperre
PAR_BM_I1_2_T_SPERREIN;SuffixText;;
PAR_BM_I1_2_T_SPERRAUS;Text;Reaktion beim Aufheben der Sperre;Reaktion beim Aufheben der Sperre
PAR_BM_I1_2_T_SPERRAUS;SuffixText;;
PAR_ALG_I2_AKTI;Text;Kanal aktivieren;Kanal aktivieren
PAR_ALG_I2_AKTI;SuffixText;;
PAR_BM_I2_FUNKTION_TEMP;Text;PAR_BM_I2_FUNKTION_TEMP;
PAR_BM_I2_FUNKTION_TEMP;SuffixText;;
PAR_BM_I2_FUNKTION;Text;Funktion des Kanals;Funktion des Kanals
PAR_BM_I2_FUNKTION;SuffixText;;
PAR_BM_I2_SPERRSINN;Text;Sperrtelegramm;Sperrtelegramm
PAR_BM_I2_SPERRSINN;SuffixText;;
PAR_BM_I2_S_ENTPREL;Text;Entprellzeit;Entprellzeit
PAR_BM_I2_S_ENTPREL;SuffixText;;
PAR_BM_I2_S_ZYKZT;Text;Zyklisch senden;Zyklisch senden
PAR_BM_I2_S_ZYKZT;SuffixText;;
PAR_BM_I2_T_TASTRWIRKSIN;Text;Angeschlossener Taster;Angeschlossener Taster
PAR_BM_I2_T_TASTRWIRKSIN;SuffixText;;
PAR_BM_I2_T_LANGDRCK;Text;Langer Tastendruck ab;Langer Tastendruck ab
PAR_BM_I2_T_LANGDRCK;SuffixText;;
PAR_BM_I2_T_ZTDOPLKLIK;Text;Zeit für Doppelklick;Zeit für Doppelklick
PAR_BM_I2_T_ZTDOPLKLIK;SuffixText;;
PAR_BM_I2_D_LANGDRCK;Text;Langer Tastendruck ab;Langer Tastendruck ab
PAR_BM_I2_D_LANGDRCK;SuffixText;;
PAR_BM_I2_D_ZTDOPLKLIK;Text;Zeit für Doppelklick;Zeit für Doppelklick
PAR_BM_I2_D_ZTDOPLKLIK;SuffixText;;
PAR_BM_I2_J_LANGDRCK;Text;Langer Tastendruck ab;Langer Tastendruck ab
PAR_BM_I2_J_LANGDRCK;SuffixText;;
PAR_BM_I2_J_ZTDOPLKLIK;Text;Zeit für Doppelklick;Zeit für Doppelklick
PAR_BM_I2_J_ZTDOPLKLIK;SuffixText;;
PAR_BM_I2_0_S_SNDWENN1;Text;Senden wenn Eingang = 1;Senden wenn Eingang = 1
PAR_BM_I2_0_S_SNDWENN1;SuffixText;;
PAR_BM_I2_0_S_SNDWENN0;Text;Senden wenn Eingang = 0;Senden wenn Eingang = 0
PAR_BM_I2_0_S_SNDWENN0;SuffixText;;
PAR_BM_I2_0_S_ZYKSND;Text;Zyklisch senden;Zyklisch senden
PAR_BM_I2_0_S_ZYKSND;SuffixText;;
PAR_BM_I2_0_S_SPERREIN;Text;Reaktion beim Setzen der Sperre;Reaktion beim Setzen der Sperre
PAR_BM_I2_0_S_SPERREIN;SuffixText;;
PAR_BM_I2_0_S_SPERRAUS;Text;Reaktion beim Aufheben der Sperre;Reaktion beim Aufheben der Sperre
PAR_BM_I2_0_S_SPERRAUS;SuffixText;;
PAR_BM_I2_TMP_SENSORTYP;Text;Sensortyp;Sensortyp
PAR_BM_I2_TMP_SENSORTYP;SuffixText;;
PAR_BM_I2_TMP_DELTATMP;Text;Temperatur senden bei Änderung von;Temperatur senden bei Änderung von
PAR_BM_I2_TMP_DELTATMP;SuffixText;;
PAR_BM_I2_D_DOPPKLICK;Text;Zusatzfunktion Doppelklick;Zusatzfunktion Doppelklick
PAR_BM_I2_D_DOPPKLICK;SuffixText;;
PAR_BM_I2_J_DOPPKLICK;Text;Zusatzfunktion Doppelklick;Zusatzfunktion Doppelklick
PAR_BM_I2_J_DOPPKLICK;SuffixText;;
PAR_BM_I2_D_SPERREINDKL;Text;Reaktion beim Setzen der Sperre;Reaktion beim Setzen der Sperre
PAR_BM_I2_D_SPERREINDKL;SuffixText;;
PAR_BM_I2_D_SPERRAUSDKL;Text;Reaktion beim Aufheben der Sperre;Reaktion beim Aufheben der Sperre
PAR_BM_I2_D_SPERRAUSDKL;SuffixText;;
PAR_BM_I2_J_SPERREINDKL;Text;Reaktion beim Setzen der Sperre;Reaktion beim Setzen der Sperre
PAR_BM_I2_J_SPERREINDKL;SuffixText;;
PAR_BM_I2_J_SPERRAUSDKL;Text;Reaktion beim Aufheben der Sperre;Reaktion beim Aufheben der Sperre
PAR_BM_I2_J_SPERRAUSDKL;SuffixText;;
PAR_BM_I2_0_T_BEIKURZ;Text;Senden nach kurzer Bedienung;Senden nach kurzer Bedienung
PAR_BM_I2_0_T_BEIKURZ;SuffixText;;
PAR_BM_I2_0_T_BEILNG;Text;Senden nach langer Bedienung;Senden nach langer Bedienung
PAR_BM_I2_0_T_BEILNG;SuffixText;;
PAR_BM_I2_0_T_DOPPKLICK;Text;Senden nach Doppelklick;Senden nach Doppelklick
PAR_BM_I2_0_T_DOPPKLICK;SuffixText;;
PAR_BM_CH2_ANZAHL_TELEGRAMME;Text;Anzahl der Telegramme;Anzahl der Telegramme
PAR_BM_CH2_ANZAHL_TELEGRAMME;SuffixText;;
PAR_BM_I2_SPERR;Text;Sperrfunktion aktivieren;Sperrfunktion aktivieren
PAR_BM_I2_SPERR;SuffixText;;
PAR_BM_I2_D_REAKLNGKRZ;Text;Reaktion auf lang / kurz;Reaktion auf lang / kurz
PAR_BM_I2_D_REAKLNGKRZ;SuffixText;;
PAR_BM_I2_D_SCHRITTW;Text;Schrittweite für Dimmen;Schrittweite für Dimmen
PAR_BM_I2_D_SCHRITTW;SuffixText;;
PAR_BM_I2_J_BEDIEN;Text;Bedienung;Bedienung
PAR_BM_I2_J_BEDIEN;SuffixText;;
PAR_BM_I2_J_STOPMIT;Text;Stoppen der Fahrbewegung durch;Stoppen der Fahrbewegung durch
PAR_BM_I2_J_STOPMIT;SuffixText;;
PAR_BM_I2_0_S_OBJTYP;Text;Objekttyp;Objekttyp
PAR_BM_I2_0_S_OBJTYP;SuffixText;;
PAR_BM_I2_0_S_BUSWIED;Text;Reaktion bei Buswiederkehr;Reaktion bei Buswiederkehr
PAR_BM_I2_0_S_BUSWIED;SuffixText;;
PAR_BM_I2_0_T_SPERREIN;Text;Reaktion beim Setzen der Sperre;Reaktion beim Setzen der Sperre
PAR_BM_I2_0_T_SPERREIN;SuffixText;;
PAR_BM_I2_0_T_SPERRAUS;Text;Reaktion beim Aufheben der Sperre;Reaktion beim Aufheben der Sperre
PAR_BM_I2_0_T_SPERRAUS;SuffixText;;
PAR_BM_I2_TMP_ABGL;Text;Temperaturabgleich;Temperaturabgleich
PAR_BM_I2_TMP_ABGL;SuffixText;x0,1 K;x0,1 K
PAR_BM_I2_D_REAKBUSWIED;Text;Reaktion bei Bus- oder Netzwiederkehr;Reaktion bei Bus- oder Netzwiederkehr
PAR_BM_I2_D_REAKBUSWIED;SuffixText;;
PAR_BM_I2_D_SPERREIN;Text;Reaktion beim Setzen der Sperre;Reaktion beim Setzen der Sperre
PAR_BM_I2_D_SPERREIN;SuffixText;;
PAR_BM_I2_D_SPERRAUS;Text;Reaktion beim Aufheben der Sperre;Reaktion beim Aufheben der Sperre
PAR_BM_I2_D_SPERRAUS;SuffixText;;
PAR_BM_I2_J_REAKBUSWIED;Text;Reaktion bei Buswiederkehr;Reaktion bei Buswiederkehr
PAR_BM_I2_J_REAKBUSWIED;SuffixText;;
PAR_BM_I2_J_SPERREIN;Text;Reaktion beim Setzen der Sperre;Reaktion beim Setzen der Sperre
PAR_BM_I2_J_SPERREIN;SuffixText;;
PAR_BM_I2_J_SPERRAUS;Text;Reaktion beim Aufheben der Sperre;Reaktion beim Aufheben der Sperre
PAR_BM_I2_J_SPERRAUS;SuffixText;;
PAR_BM_I2_0_T_OBJTYP;Text;Objekttyp;Objekttyp
PAR_BM_I2_0_T_OBJTYP;SuffixText;;
PAR_BM_I2_0_T_ZYKSND;Text;Zyklisch senden;Zyklisch senden
PAR_BM_I2_0_T_ZYKSND;SuffixText;;
PAR_BM_I2_0_T_BUSWIED;Text;Reaktion bei Buswiederkehr;Reaktion bei Buswiederkehr
PAR_BM_I2_0_T_BUSWIED;SuffixText;;
PAR_BM_I2_TMP_ZYKSND;Text;Temperatur zyklisch senden;Temperatur zyklisch senden
PAR_BM_I2_TMP_ZYKSND;SuffixText;;
PAR_BM_I2_D_OBJTYPDKL;Text;Objekttyp;Objekttyp
PAR_BM_I2_D_OBJTYPDKL;SuffixText;;
PAR_BM_I2_D_BUSWIEDDKL;Text;Reaktion bei Buswiederkehr;Reaktion bei Buswiederkehr
PAR_BM_I2_D_BUSWIEDDKL;SuffixText;;
PAR_BM_I2_J_OBJTYPDKL;Text;Objekttyp;Objekttyp
PAR_BM_I2_J_OBJTYPDKL;SuffixText;;
PAR_BM_I2_J_BUSWIEDDKL;Text;Reaktion bei Buswiederkehr;Reaktion bei Buswiederkehr
PAR_BM_I2_J_BUSWIEDDKL;SuffixText;;
PAR_BM_I2_1_S_SNDWENN1;Text;Senden wenn Eingang = 1;Senden wenn Eingang = 1
PAR_BM_I2_1_S_SNDWENN1;SuffixText;;
PAR_BM_I2_1_S_SNDWENN0;Text;Senden wenn Eingang = 0;Senden wenn Eingang = 0
PAR_BM_I2_1_S_SNDWENN0;SuffixText;;
PAR_BM_I2_1_S_ZYKSND;Text;Zyklisch senden;Zyklisch senden
PAR_BM_I2_1_S_ZYKSND;SuffixText;;
PAR_BM_I2_1_S_SPERREIN;Text;Reaktion beim Setzen der Sperre;Reaktion beim Setzen der Sperre
PAR_BM_I2_1_S_SPERREIN;SuffixText;;
PAR_BM_I2_1_S_SPERRAUS;Text;Reaktion beim Aufheben der Sperre;Reaktion beim Aufheben der Sperre
PAR_BM_I2_1_S_SPERRAUS;SuffixText;;
PAR_BM_I2_1_T_SPERREIN;Text;Reaktion beim Setzen der Sperre;Reaktion beim Setzen der Sperre
PAR_BM_I2_1_T_SPERREIN;SuffixText;;
PAR_BM_I2_1_T_SPERRAUS;Text;Reaktion beim Aufheben der Sperre;Reaktion beim Aufheben der Sperre
PAR_BM_I2_1_T_SPERRAUS;SuffixText;;
PAR_BM_I2_0_D_TELSCHALTDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_D_TELSCHALTDKL;SuffixText;;
PAR_BM_I2_0_D_TELPRIODKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_D_TELPRIODKL;SuffixText;;
PAR_BM_I2_0_D_TELVALDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_D_TELVALDKL;SuffixText;;
PAR_BM_I2_0_D_TELPROZDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_D_TELPROZDKL;SuffixText;;
PAR_BM_I2_0_D_TEL2BYDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_D_TEL2BYDKL;SuffixText;#,#;#,#
PAR_BM_I2_0_D_TEL4BYDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_D_TEL4BYDKL;SuffixText;#,#;#,#
PAR_BM_I2_0_J_TELSCHALTDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_J_TELSCHALTDKL;SuffixText;;
PAR_BM_I2_0_J_TELPRIODKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_J_TELPRIODKL;SuffixText;;
PAR_BM_I2_0_J_TELVALDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_J_TELVALDKL;SuffixText;;
PAR_BM_I2_0_J_TELPROZDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_J_TELPROZDKL;SuffixText;;
PAR_BM_I2_0_J_TEL2BYDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_J_TEL2BYDKL;SuffixText;#,#;#,#
PAR_BM_I2_0_J_TEL4BYDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_J_TEL4BYDKL;SuffixText;#,#;#,#
PAR_BM_I2_0_J_TELHOEHEDKL;Text;Höhe;Höhe
PAR_BM_I2_0_J_TELHOEHEDKL;SuffixText;;
PAR_BM_I2_0_J_TELLAMELLEDKL;Text;Lamelle;Lamelle
PAR_BM_I2_0_J_TELLAMELLEDKL;SuffixText;;
PAR_BM_I2_0_S_TELSCHALT1;Text;Telegramm;Telegramm
PAR_BM_I2_0_S_TELSCHALT1;SuffixText;;
PAR_BM_I2_0_S_TELPRIO1;Text;Telegramm;Telegramm
PAR_BM_I2_0_S_TELPRIO1;SuffixText;;
PAR_BM_I2_0_S_TELVAL1;Text;Telegramm;Telegramm
PAR_BM_I2_0_S_TELVAL1;SuffixText;;
PAR_BM_I2_0_S_TELPROZ1;Text;Telegramm;Telegramm
PAR_BM_I2_0_S_TELPROZ1;SuffixText;;
PAR_BM_I2_0_S_TEL2BY1;Text;Telegramm;Telegramm
PAR_BM_I2_0_S_TEL2BY1;SuffixText;#,#;#,#
PAR_BM_I2_0_S_TEL4BY1;Text;Telegramm;Telegramm
PAR_BM_I2_0_S_TEL4BY1;SuffixText;#,#;#,#
PAR_BM_I2_0_T_TELSCHALTKRZ;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TELSCHALTKRZ;SuffixText;;
PAR_BM_I2_0_T_TELPRIOKRZ;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TELPRIOKRZ;SuffixText;;
PAR_BM_I2_0_T_TELVALKRZ;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TELVALKRZ;SuffixText;;
PAR_BM_I2_0_T_TELPROZKRZ;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TELPROZKRZ;SuffixText;;
PAR_BM_I2_0_T_TEL2BYKRZ;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TEL2BYKRZ;SuffixText;#,#;#,#
PAR_BM_I2_0_T_TEL4BYKRZ;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TEL4BYKRZ;SuffixText;#,#;#,#
PAR_BM_I2_D_ZYKSNDDKL;Text;Zyklisch senden;Zyklisch senden
PAR_BM_I2_D_ZYKSNDDKL;SuffixText;;
PAR_BM_I2_J_ZYKSNDDKL;Text;Zyklisch senden;Zyklisch senden
PAR_BM_I2_J_ZYKSNDDKL;SuffixText;;
PAR_BM_I2_1_S_OBJTYP;Text;Objekttyp;Objekttyp
PAR_BM_I2_1_S_OBJTYP;SuffixText;;
PAR_BM_I2_1_S_BUSWIED;Text;Reaktion bei Buswiederkehr;Reaktion bei Buswiederkehr
PAR_BM_I2_1_S_BUSWIED;SuffixText;;
PAR_BM_I2_1_T_OBJTYP;Text;Objekttyp;Objekttyp
PAR_BM_I2_1_T_OBJTYP;SuffixText;;
PAR_BM_I2_1_T_ZYKSND;Text;Zyklisch senden;Zyklisch senden
PAR_BM_I2_1_T_ZYKSND;SuffixText;;
PAR_BM_I2_1_T_BUSWIED;Text;Reaktion bei Buswiederkehr;Reaktion bei Buswiederkehr
PAR_BM_I2_1_T_BUSWIED;SuffixText;;
PAR_BM_I2_0_S_TELSCHALT0;Text;Telegramm;Telegramm
PAR_BM_I2_0_S_TELSCHALT0;SuffixText;;
PAR_BM_I2_0_S_TELPRIO0;Text;Telegramm;Telegramm
PAR_BM_I2_0_S_TELPRIO0;SuffixText;;
PAR_BM_I2_0_S_TELVAL0;Text;Telegramm;Telegramm
PAR_BM_I2_0_S_TELVAL0;SuffixText;;
PAR_BM_I2_0_S_TELPROZ0;Text;Telegramm;Telegramm
PAR_BM_I2_0_S_TELPROZ0;SuffixText;;
PAR_BM_I2_0_S_TEL2BY0;Text;Telegramm;Telegramm
PAR_BM_I2_0_S_TEL2BY0;SuffixText;#,#;#,#
PAR_BM_I2_0_S_TEL4BY0;Text;Telegramm;Telegramm
PAR_BM_I2_0_S_TEL4BY0;SuffixText;#,#;#,#
PAR_BM_I2_0_T_TELSCHALTLNG;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TELSCHALTLNG;SuffixText;;
PAR_BM_I2_0_T_TELPRIOLNG;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TELPRIOLNG;SuffixText;;
PAR_BM_I2_0_T_TELVALLNG;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TELVALLNG;SuffixText;;
PAR_BM_I2_0_T_TELPROZLNG;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TELPROZLNG;SuffixText;;
PAR_BM_I2_0_T_TEL2BYLNG;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TEL2BYLNG;SuffixText;#,#;#,#
PAR_BM_I2_0_T_TEL4BYLNG;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TEL4BYLNG;SuffixText;#,#;#,#
PAR_BM_I2_0_T_TELSCHALTDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TELSCHALTDKL;SuffixText;;
PAR_BM_I2_0_T_TELPRIODKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TELPRIODKL;SuffixText;;
PAR_BM_I2_0_T_TELVALDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TELVALDKL;SuffixText;;
PAR_BM_I2_0_T_TELPROZDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TELPROZDKL;SuffixText;;
PAR_BM_I2_0_T_TEL2BYDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TEL2BYDKL;SuffixText;#,#;#,#
PAR_BM_I2_0_T_TEL4BYDKL;Text;Telegramm;Telegramm
PAR_BM_I2_0_T_TEL4BYDKL;SuffixText;#,#;#,#
PAR_BM_I2_1_S_TELSCHALT1;Text;Telegramm;Telegramm
PAR_BM_I2_1_S_TELSCHALT1;SuffixText;;
PAR_BM_I2_1_S_TELPRIO1;Text;Telegramm;Telegramm
PAR_BM_I2_1_S_TELPRIO1;SuffixText;;
PAR_BM_I2_1_S_TELVAL1;Text;Telegramm;Telegramm
PAR_BM_I2_1_S_TELVAL1;SuffixText;;
PAR_BM_I2_1_S_TELPROZ1;Text;Telegramm;Telegramm
PAR_BM_I2_1_S_TELPROZ1;SuffixText;;
PAR_BM_I2_1_S_TEL2BY1;Text;Telegramm;Telegramm
PAR_BM_I2_1_S_TEL2BY1;SuffixText;#,#;#,#
PAR_BM_I2_1_S_TEL4BY1;Text;Telegramm;Telegramm
PAR_BM_I2_1_S_TEL4BY1;SuffixText;#,#;#,#
PAR_BM_I2_1_S_TELSCHALT0;Text;Telegramm;Telegramm
PAR_BM_I2_1_S_TELSCHALT0;SuffixText;;
PAR_BM_I2_1_S_TELPRIO0;Text;Telegramm;Telegramm
PAR_BM_I2_1_S_TELPRIO0;SuffixText;;
PAR_BM_I2_1_S_TELVAL0;Text;Telegramm;Telegramm
PAR_BM_I2_1_S_TELVAL0;SuffixText;;
PAR_BM_I2_1_S_TELPROZ0;Text;Telegramm;Telegramm
PAR_BM_I2_1_S_TELPROZ0;SuffixText;;
PAR_BM_I2_1_S_TEL2BY0;Text;Telegramm;Telegramm
PAR_BM_I2_1_S_TEL2BY0;SuffixText;#,#;#,#
PAR_BM_I2_1_S_TEL4BY0;Text;Telegramm;Telegramm
PAR_BM_I2_1_S_TEL4BY0;SuffixText;#,#;#,#
PAR_BM_I2_1_T_TELSCHALTKRZ;Text;Telegramm;Telegramm
PAR_BM_I2_1_T_TELSCHALTKRZ;SuffixText;;
